SAMPLE_ID	GENE	REGIONS	MUTTYPES	DEPTH	N_MUTS	N_MUTATED	MUTDENSITY_MB
P19_0003_BDO_01	KMT2C	non_protein_affecting	SNV	21791232	0.0	0.0	0.0
P19_0003_BDO_01	KMT2D	non_protein_affecting	SNV	72128601	40.0	42.0	0.554565033085835
P19_0003_BDO_01	NOTCH2	non_protein_affecting	SNV	36393201	9.0	9.0	0.2472989391617407
P19_0003_BDO_01	PIK3CA	non_protein_affecting	SNV	1492929	0.0	0.0	0.0
P19_0003_BDO_01	RB1	non_protein_affecting	SNV	23421762	3.0	3.0	0.1280860082174859
P19_0003_BDO_01	RBM10	non_protein_affecting	SNV	30874059	15.0	16.0	0.4858447669611566
P19_0003_BDO_01	STAG2	non_protein_affecting	SNV	40971313	25.0	28.0	0.6101830322108545
P19_0003_BDO_01	TERTpromoter	non_protein_affecting	SNV	462822	0.0	0.0	0.0
P19_0003_BDO_01	TP53	non_protein_affecting	SNV	12966242	3.0	3.0	0.2313700453840056
all_samples	ALL_GENES	non_protein_affecting	SNV	29420676651	9945.0	11459.0	0.3380275755711407
all_samples	ARID1A	non_protein_affecting	SNV	2681610793	925.0	1092.0	0.3449419290877683
all_samples	CDKN1A	non_protein_affecting	SNV	331097188	150.0	204.0	0.4530391843738643
all_samples	CREBBP	non_protein_affecting	SNV	3233569358	1055.0	1101.0	0.3262648433347753
all_samples	EP300	non_protein_affecting	SNV	3183870064	967.0	1104.0	0.3037184246096797
all_samples	FGFR3	non_protein_affecting	SNV	464502190	208.0	208.0	0.4477912149348531
all_samples	FOXQ1	non_protein_affecting	SNV	341022864	281.0	361.0	0.8239916723003066
all_samples	KDM6A	non_protein_affecting	SNV	1834956324	546.0	628.0	0.2975547662136071
all_samples	KMT2C	non_protein_affecting	SNV	1615938529	357.0	389.0	0.220924245318245
all_samples	KMT2D	non_protein_affecting	SNV	5904966213	2275.0	2637.0	0.385268927532812
all_samples	NOTCH2	non_protein_affecting	SNV	2993846320	776.0	812.0	0.2591983412161249
all_samples	PIK3CA	non_protein_affecting	SNV	118543269	30.0	32.0	0.2530721503892389
all_samples	RB1	non_protein_affecting	SNV	2061981130	436.0	525.0	0.2114471338542269
all_samples	RBM10	non_protein_affecting	SNV	1495488244	764.0	883.0	0.5108699470324957
all_samples	STAG2	non_protein_affecting	SNV	2070474816	813.0	993.0	0.3926635541361735
all_samples	TERTpromoter	non_protein_affecting	SNV	47495347	26.0	127.0	0.547422045363728
all_samples	TP53	non_protein_affecting	SNV	1041314002	334.0	361.0	0.3207485920274795
P19_0002_BDO_01	ALL_GENES	protein_affecting	SNV	229999521	602.0	759.0	2.617396755361069
P19_0002_BDO_01	ARID1A	protein_affecting	SNV	22249599	78.0	132.0	3.505681158568296
P19_0002_BDO_01	CDKN1A	protein_affecting	SNV	2728857	4.0	4.0	1.4658151746317232
P19_0002_BDO_01	CREBBP	protein_affecting	SNV	23364750	50.0	62.0	2.139975818273254
P19_0002_BDO_01	EP300	protein_affecting	SNV	27244093	64.0	81.0	2.349133076296576
P19_0002_BDO_01	FGFR3	protein_affecting	SNV	4001162	6.0	7.0	1.4995643765486126
P19_0002_BDO_01	FOXQ1	protein_affecting	SNV	3405375	13.0	15.0	3.817494402231766
P19_0002_BDO_01	KDM6A	protein_affecting	SNV	14664953	58.0	68.0	3.95500756122437
P19_0002_BDO_01	KMT2C	protein_affecting	SNV	15748165	16.0	16.0	1.0159913869330173
P19_0002_BDO_01	KMT2D	protein_affecting	SNV	50646722	153.0	171.0	3.020926013730957
P19_0002_BDO_01	NOTCH2	protein_affecting	SNV	21637231	48.0	58.0	2.2183984632784117
P19_0002_BDO_01	PIK3CA	protein_affecting	SNV	1223323	2.0	2.0	1.6348911939038178
P19_0002_BDO_01	RB1	protein_affecting	SNV	11531863	14.0	17.0	1.2140276033456172
P19_0002_BDO_01	RBM10	protein_affecting	SNV	10340656	68.0	95.0	6.575985121253429
P19_0002_BDO_01	STAG2	protein_affecting	SNV	16050620	20.0	22.0	1.2460577846837069
P19_0002_BDO_01	TERTpromoter	protein_affecting	SNV	16741	0.0	0.0	0.0
P19_0002_BDO_01	TP53	protein_affecting	SNV	5145411	8.0	9.0	1.5547834759944348
P19_0016_BDO_01	ALL_GENES	non_protein_affecting	SNV	200276591	82.0	100.0	0.4094337715185096
P19_0016_BDO_01	ARID1A	non_protein_affecting	SNV	16845342	7.0	7.0	0.4155451400155604
P19_0016_BDO_01	CDKN1A	non_protein_affecting	SNV	2617628	3.0	3.0	1.1460757601920517
P19_0016_BDO_01	CREBBP	non_protein_affecting	SNV	24828536	3.0	3.0	0.1208287109638683
P19_0016_BDO_01	EP300	non_protein_affecting	SNV	24268532	11.0	11.0	0.4532618619041316
P19_0016_BDO_01	FGFR3	non_protein_affecting	SNV	3325303	0.0	0.0	0.0
P19_0016_BDO_01	FOXQ1	non_protein_affecting	SNV	1850718	2.0	2.0	1.0806616675257927
P19_0016_BDO_01	KDM6A	non_protein_affecting	SNV	11385375	4.0	7.0	0.3513279097087272
P19_0016_BDO_01	KMT2C	non_protein_affecting	SNV	11986367	2.0	2.0	0.1668562292477779
P19_0016_BDO_01	KMT2D	non_protein_affecting	SNV	34444121	21.0	36.0	0.6096831444762373
P19_0016_BDO_01	NOTCH2	non_protein_affecting	SNV	23953187	10.0	10.0	0.4174809807145914
P19_0016_BDO_01	PIK3CA	non_protein_affecting	SNV	1025093	1.0	1.0	0.9755212453894428
P19_0016_BDO_01	RB1	non_protein_affecting	SNV	18209626	5.0	5.0	0.2745800490356034
P19_0016_BDO_01	RBM10	non_protein_affecting	SNV	6557016	4.0	4.0	0.61003358844938
P19_0016_BDO_01	STAG2	non_protein_affecting	SNV	11994010	7.0	7.0	0.5836246593091051
P19_0016_BDO_01	TERTpromoter	non_protein_affecting	SNV	208315	0.0	0.0	0.0
P19_0016_BDO_01	TP53	non_protein_affecting	SNV	6777422	2.0	2.0	0.2950974574107972
P19_0047_BDO_01	ALL_GENES	protein_affecting	SNV	414039285	234.0	369.0	0.5651637621777846
P19_0047_BDO_01	ARID1A	protein_affecting	SNV	49846522	60.0	89.0	1.2036948134515784
P19_0047_BDO_01	CDKN1A	protein_affecting	SNV	5110382	7.0	28.0	1.36976061672102
P19_0047_BDO_01	CREBBP	protein_affecting	SNV	41322144	9.0	10.0	0.2178008962942484
P19_0047_BDO_01	EP300	protein_affecting	SNV	55920338	17.0	23.0	0.3040038849550587
P19_0047_BDO_01	FGFR3	protein_affecting	SNV	8388334	1.0	1.0	0.119213183452161
P19_0047_BDO_01	FOXQ1	protein_affecting	SNV	4003825	3.0	3.0	0.7492834976553671
P19_0047_BDO_01	KDM6A	protein_affecting	SNV	12990592	26.0	36.0	2.001448432835085
P19_0047_BDO_01	KMT2C	protein_affecting	SNV	29279595	8.0	8.0	0.2732278229941364
P19_0047_BDO_01	KMT2D	protein_affecting	SNV	110434553	33.0	45.0	0.2988195189235745
P19_0047_BDO_01	NOTCH2	protein_affecting	SNV	39243887	10.0	15.0	0.2548167565562504
P19_0047_BDO_01	PIK3CA	protein_affecting	SNV	2119940	2.0	3.0	0.9434229270639736
P19_0047_BDO_01	RB1	protein_affecting	SNV	19051253	4.0	4.0	0.2099599433171141
P19_0047_BDO_01	RBM10	protein_affecting	SNV	11495795	24.0	44.0	2.0877199010594745
P19_0047_BDO_01	STAG2	protein_affecting	SNV	14106338	27.0	52.0	1.9140332522870216
P19_0047_BDO_01	TERTpromoter	protein_affecting	SNV	33085	0.0	0.0	0.0
P19_0047_BDO_01	TP53	protein_affecting	SNV	10692702	3.0	8.0	0.2805651929699341
P19_0038_BDO_01	ALL_GENES	protein_affecting	SNV	347680104	399.0	514.0	1.1476066516593082
P19_0038_BDO_01	ARID1A	protein_affecting	SNV	39750874	31.0	34.0	0.7798570667905315
P19_0038_BDO_01	CDKN1A	protein_affecting	SNV	2674187	1.0	1.0	0.3739454271522522
P19_0038_BDO_01	CREBBP	protein_affecting	SNV	31866330	30.0	39.0	0.9414325402391804
P19_0038_BDO_01	EP300	protein_affecting	SNV	39689569	47.0	55.0	1.184190233962984
P19_0038_BDO_01	FGFR3	protein_affecting	SNV	4139296	4.0	4.0	0.9663479007058206
P19_0038_BDO_01	FOXQ1	protein_affecting	SNV	2341119	3.0	3.0	1.281438491593123
P19_0038_BDO_01	KDM6A	protein_affecting	SNV	19574605	22.0	28.0	1.1239051822501651
P19_0038_BDO_01	KMT2C	protein_affecting	SNV	25241965	13.0	14.0	0.5150153722184465
P19_0038_BDO_01	KMT2D	protein_affecting	SNV	91033975	170.0	236.0	1.867434658323994
P19_0038_BDO_01	NOTCH2	protein_affecting	SNV	33815322	32.0	44.0	0.9463165839438112
P19_0038_BDO_01	PIK3CA	protein_affecting	SNV	1539905	0.0	0.0	0.0
P19_0038_BDO_01	RB1	protein_affecting	SNV	12753030	5.0	5.0	0.392063689962307
P19_0038_BDO_01	RBM10	protein_affecting	SNV	17681838	16.0	16.0	0.9048833045523887
P19_0038_BDO_01	STAG2	protein_affecting	SNV	18033282	10.0	10.0	0.5545302291618353
P19_0038_BDO_01	TERTpromoter	protein_affecting	SNV	58692	0.0	0.0	0.0
P19_0038_BDO_01	TP53	protein_affecting	SNV	7486115	15.0	25.0	2.003709534251077
P19_0028_BDO_01	ALL_GENES	non_protein_affecting	SNV	400815867	137.0	147.0	0.3418028358642798
P19_0028_BDO_01	ARID1A	non_protein_affecting	SNV	33958122	6.0	6.0	0.1766882161504691
P19_0028_BDO_01	CDKN1A	non_protein_affecting	SNV	5288437	3.0	3.0	0.5672753594303951
P19_0028_BDO_01	CREBBP	non_protein_affecting	SNV	52203027	21.0	21.0	0.4022755232182226
P19_0028_BDO_01	EP300	non_protein_affecting	SNV	45068433	12.0	13.0	0.2662617535426625
P19_0028_BDO_01	FGFR3	non_protein_affecting	SNV	10848939	3.0	3.0	0.2765247366585801
P19_0028_BDO_01	FOXQ1	non_protein_affecting	SNV	5493614	8.0	8.0	1.456236277248456
P19_0028_BDO_01	KDM6A	non_protein_affecting	SNV	15957655	7.0	8.0	0.4386609436035558
P19_0028_BDO_01	KMT2C	non_protein_affecting	SNV	21860386	6.0	6.0	0.2744690784508563
P19_0028_BDO_01	KMT2D	non_protein_affecting	SNV	87098034	32.0	33.0	0.3674020931402424
P19_0028_BDO_01	NOTCH2	non_protein_affecting	SNV	40295445	12.0	13.0	0.2978004089544116
P19_0028_BDO_01	PIK3CA	non_protein_affecting	SNV	1600718	0.0	0.0	0.0
P19_0028_BDO_01	RB1	non_protein_affecting	SNV	27885087	3.0	9.0	0.1075843873106797
P19_0028_BDO_01	RBM10	non_protein_affecting	SNV	16923156	7.0	7.0	0.4136344308354777
P19_0028_BDO_01	STAG2	non_protein_affecting	SNV	18718063	7.0	7.0	0.3739703194716248
P19_0028_BDO_01	TERTpromoter	non_protein_affecting	SNV	797642	0.0	0.0	0.0
P19_0028_BDO_01	TP53	non_protein_affecting	SNV	16819109	10.0	10.0	0.5945618165623399
P19_0001_BTR_01	ALL_GENES	protein_affecting	SNV	321938297	138.0	171.0	0.4286535689787786
P19_0001_BTR_01	ARID1A	protein_affecting	SNV	37872362	31.0	35.0	0.8185388595514587
P19_0001_BTR_01	CDKN1A	protein_affecting	SNV	2936543	2.0	2.0	0.6810729487019261
P19_0001_BTR_01	CREBBP	protein_affecting	SNV	30795945	4.0	4.0	0.1298872302830778
P19_0001_BTR_01	EP300	protein_affecting	SNV	39655805	7.0	10.0	0.1765189232698718
P19_0001_BTR_01	FGFR3	protein_affecting	SNV	3095677	0.0	0.0	0.0
P19_0001_BTR_01	FOXQ1	protein_affecting	SNV	1904193	0.0	0.0	0.0
P19_0001_BTR_01	KDM6A	protein_affecting	SNV	11742621	22.0	26.0	1.873516994204275
P19_0001_BTR_01	KMT2C	protein_affecting	SNV	27846178	5.0	5.0	0.1795578553006448
P19_0001_BTR_01	KMT2D	protein_affecting	SNV	85265200	33.0	42.0	0.3870277674830998
P19_0001_BTR_01	NOTCH2	protein_affecting	SNV	37547044	3.0	3.0	0.0798997652118766
P19_0001_BTR_01	PIK3CA	protein_affecting	SNV	1703571	1.0	2.0	0.5870022441095792
P19_0001_BTR_01	RB1	protein_affecting	SNV	14118094	3.0	3.0	0.212493272817138
P19_0001_BTR_01	RBM10	protein_affecting	SNV	9075754	7.0	7.0	0.7712857796718597
P19_0001_BTR_01	STAG2	protein_affecting	SNV	11708716	20.0	32.0	1.7081292261252217
P19_0001_BTR_01	TERTpromoter	protein_affecting	SNV	12471	0.0	0.0	0.0
P19_0001_BTR_01	TP53	protein_affecting	SNV	6658123	0.0	0.0	0.0
P19_0011_BTR_01	ALL_GENES	protein_affecting	SNV	230272854	303.0	327.0	1.3158303062505143
P19_0011_BTR_01	ARID1A	protein_affecting	SNV	23525514	50.0	56.0	2.1253520751980166
P19_0011_BTR_01	CDKN1A	protein_affecting	SNV	2281974	5.0	5.0	2.1910854374326787
P19_0011_BTR_01	CREBBP	protein_affecting	SNV	25909381	17.0	18.0	0.6561330044897637
P19_0011_BTR_01	EP300	protein_affecting	SNV	29080591	27.0	31.0	0.9284543082360328
P19_0011_BTR_01	FGFR3	protein_affecting	SNV	3972227	0.0	0.0	0.0
P19_0011_BTR_01	FOXQ1	protein_affecting	SNV	1537632	2.0	2.0	1.3007013381615369
P19_0011_BTR_01	KDM6A	protein_affecting	SNV	7779758	23.0	24.0	2.956390160208068
P19_0011_BTR_01	KMT2C	protein_affecting	SNV	18394091	10.0	10.0	0.5436528502550085
P19_0011_BTR_01	KMT2D	protein_affecting	SNV	60149282	114.0	123.0	1.8952844690648176
P19_0011_BTR_01	NOTCH2	protein_affecting	SNV	24097407	18.0	19.0	0.7469683356387681
P19_0011_BTR_01	PIK3CA	protein_affecting	SNV	1324685	4.0	5.0	3.019585788319487
P19_0011_BTR_01	RB1	protein_affecting	SNV	11605364	3.0	3.0	0.2585011551554953
P19_0011_BTR_01	RBM10	protein_affecting	SNV	6651051	18.0	19.0	2.7063391936101526
P19_0011_BTR_01	STAG2	protein_affecting	SNV	8527626	6.0	6.0	0.7035955845155498
P19_0011_BTR_01	TERTpromoter	protein_affecting	SNV	12849	0.0	0.0	0.0
P19_0011_BTR_01	TP53	protein_affecting	SNV	5423422	6.0	6.0	1.1063125827199136
P19_0020_BDO_01	ALL_GENES	protein_affecting	SNV	424981834	246.0	266.0	0.5788482714298795
P19_0020_BDO_01	ARID1A	protein_affecting	SNV	38051474	49.0	53.0	1.287729353138856
P19_0020_BDO_01	CDKN1A	protein_affecting	SNV	2605962	4.0	4.0	1.5349417988443423
P19_0020_BDO_01	CREBBP	protein_affecting	SNV	43174488	11.0	13.0	0.2547800914280674
P19_0020_BDO_01	EP300	protein_affecting	SNV	47744462	16.0	16.0	0.3351174006317214
P19_0020_BDO_01	FGFR3	protein_affecting	SNV	4569782	0.0	0.0	0.0
P19_0020_BDO_01	FOXQ1	protein_affecting	SNV	2579379	5.0	5.0	1.9384510767901888
P19_0020_BDO_01	KDM6A	protein_affecting	SNV	26852973	41.0	47.0	1.5268328017162198
P19_0020_BDO_01	KMT2C	protein_affecting	SNV	31538740	6.0	6.0	0.1902422227393992
P19_0020_BDO_01	KMT2D	protein_affecting	SNV	100545963	48.0	52.0	0.4773936075384747
P19_0020_BDO_01	NOTCH2	protein_affecting	SNV	45166339	25.0	25.0	0.5535095505526804
P19_0020_BDO_01	PIK3CA	protein_affecting	SNV	2226403	4.0	6.0	1.7966199290963945
P19_0020_BDO_01	RB1	protein_affecting	SNV	19158463	2.0	2.0	0.1043925078958578
P19_0020_BDO_01	RBM10	protein_affecting	SNV	21601796	15.0	15.0	0.6943867074756191
P19_0020_BDO_01	STAG2	protein_affecting	SNV	30669947	16.0	18.0	0.5216833273301711
P19_0020_BDO_01	TERTpromoter	protein_affecting	SNV	32338	0.0	0.0	0.0
P19_0020_BDO_01	TP53	protein_affecting	SNV	8463325	4.0	4.0	0.4726274838789719
P19_0019_BDO_01	ALL_GENES	non_protein_affecting	SNV	333224609	88.0	99.0	0.2640861377678141
P19_0019_BDO_01	ARID1A	non_protein_affecting	SNV	23309077	5.0	5.0	0.2145087083456801
P19_0019_BDO_01	CDKN1A	non_protein_affecting	SNV	2461901	1.0	1.0	0.40619017580317
P19_0019_BDO_01	CREBBP	non_protein_affecting	SNV	37834813	2.0	2.0	0.0528613687082317
P19_0019_BDO_01	EP300	non_protein_affecting	SNV	35626577	5.0	5.0	0.140344664602496
P19_0019_BDO_01	FGFR3	non_protein_affecting	SNV	4320087	6.0	6.0	1.3888609187731638
P19_0019_BDO_01	FOXQ1	non_protein_affecting	SNV	1766652	0.0	0.0	0.0
P19_0019_BDO_01	KDM6A	non_protein_affecting	SNV	28383554	5.0	5.0	0.1761583485986286
P19_0019_BDO_01	KMT2C	non_protein_affecting	SNV	16450750	3.0	3.0	0.1823625062687111
P19_0019_BDO_01	KMT2D	non_protein_affecting	SNV	56141542	27.0	28.0	0.4809272962256719
P19_0019_BDO_01	NOTCH2	non_protein_affecting	SNV	35357016	8.0	8.0	0.2262634380684161
P19_0019_BDO_01	PIK3CA	non_protein_affecting	SNV	1501359	0.0	0.0	0.0
P19_0019_BDO_01	RB1	non_protein_affecting	SNV	24259467	3.0	12.0	0.123663063166227
P19_0019_BDO_01	RBM10	non_protein_affecting	SNV	20055570	9.0	10.0	0.4487531394021711
P19_0019_BDO_01	STAG2	non_protein_affecting	SNV	35450386	11.0	11.0	0.3102928131727536
P19_0019_BDO_01	TERTpromoter	non_protein_affecting	SNV	383530	0.0	0.0	0.0
P19_0019_BDO_01	TP53	non_protein_affecting	SNV	9922328	3.0	3.0	0.3023484004963351
P19_0029_BTR_01	ALL_GENES	non_protein_affecting	SNV	361366063	115.0	136.0	0.318236856680147
P19_0029_BTR_01	ARID1A	non_protein_affecting	SNV	29060634	9.0	10.0	0.3096973039197975
P19_0029_BTR_01	CDKN1A	non_protein_affecting	SNV	3586659	1.0	1.0	0.2788110048934119
P19_0029_BTR_01	CREBBP	non_protein_affecting	SNV	36060306	7.0	8.0	0.1941192623268366
P19_0029_BTR_01	EP300	non_protein_affecting	SNV	32741293	2.0	2.0	0.0610849424914281
P19_0029_BTR_01	FGFR3	non_protein_affecting	SNV	8447940	3.0	3.0	0.3551161584954438
P19_0029_BTR_01	FOXQ1	non_protein_affecting	SNV	6420589	7.0	7.0	1.090242655307792
P19_0029_BTR_01	KDM6A	non_protein_affecting	SNV	25342505	6.0	8.0	0.2367563901042931
P19_0029_BTR_01	KMT2C	non_protein_affecting	SNV	14867516	1.0	1.0	0.0672607313824313
P19_0029_BTR_01	KMT2D	non_protein_affecting	SNV	88089270	34.0	46.0	0.3859720939905621
P19_0029_BTR_01	NOTCH2	non_protein_affecting	SNV	28318351	7.0	8.0	0.2471895344471152
P19_0029_BTR_01	PIK3CA	non_protein_affecting	SNV	971520	1.0	1.0	1.02931488801054
P19_0029_BTR_01	RB1	non_protein_affecting	SNV	17947240	2.0	2.0	0.1114377475310967
P19_0029_BTR_01	RBM10	non_protein_affecting	SNV	29083324	13.0	15.0	0.4469915474586055
P19_0029_BTR_01	STAG2	non_protein_affecting	SNV	25922006	20.0	20.0	0.7715452268624582
P19_0029_BTR_01	TERTpromoter	non_protein_affecting	SNV	437207	0.0	0.0	0.0
P19_0029_BTR_01	TP53	non_protein_affecting	SNV	14069703	2.0	4.0	0.1421494113983785
P19_0020_BTR_01	ALL_GENES	non_protein_affecting	SNV	508719049	95.0	100.0	0.1867435477140939
P19_0020_BTR_01	ARID1A	non_protein_affecting	SNV	40261879	5.0	5.0	0.124186951135589
P19_0020_BTR_01	CDKN1A	non_protein_affecting	SNV	3596279	1.0	1.0	0.2780651890467897
P19_0020_BTR_01	CREBBP	non_protein_affecting	SNV	53533709	10.0	10.0	0.1867981910239023
P19_0020_BTR_01	EP300	non_protein_affecting	SNV	49598577	7.0	8.0	0.1411330812978767
P19_0020_BTR_01	FGFR3	non_protein_affecting	SNV	5791016	2.0	2.0	0.3453625408736567
P19_0020_BTR_01	FOXQ1	non_protein_affecting	SNV	3498035	5.0	5.0	1.4293739199293316
P19_0020_BTR_01	KDM6A	non_protein_affecting	SNV	40512378	5.0	5.0	0.123419069598926
P19_0020_BTR_01	KMT2C	non_protein_affecting	SNV	26429510	2.0	2.0	0.0756729882619844
P19_0020_BTR_01	KMT2D	non_protein_affecting	SNV	91901598	19.0	19.0	0.2067428686060497
P19_0020_BTR_01	NOTCH2	non_protein_affecting	SNV	49390203	2.0	2.0	0.0404938606954095
P19_0020_BTR_01	PIK3CA	non_protein_affecting	SNV	1936676	0.0	0.0	0.0
P19_0020_BTR_01	RB1	non_protein_affecting	SNV	32261053	3.0	4.0	0.0929913849991195
P19_0020_BTR_01	RBM10	non_protein_affecting	SNV	37509860	13.0	16.0	0.3465755404045763
P19_0020_BTR_01	STAG2	non_protein_affecting	SNV	55455758	15.0	15.0	0.2704858889495298
P19_0020_BTR_01	TERTpromoter	non_protein_affecting	SNV	611228	0.0	0.0	0.0
P19_0020_BTR_01	TP53	non_protein_affecting	SNV	16431290	6.0	6.0	0.3651569657647087
P19_0026_BDO_01	ALL_GENES	non_protein_affecting	SNV	451205233	142.0	359.0	0.3147126620315593
P19_0026_BDO_01	ARID1A	non_protein_affecting	SNV	44056934	8.0	18.0	0.1815832213834944
P19_0026_BDO_01	CDKN1A	non_protein_affecting	SNV	6184937	4.0	40.0	0.6467325374534939
P19_0026_BDO_01	CREBBP	non_protein_affecting	SNV	46434041	16.0	16.0	0.3445747915844757
P19_0026_BDO_01	EP300	non_protein_affecting	SNV	48125070	17.0	33.0	0.3532462394340414
P19_0026_BDO_01	FGFR3	non_protein_affecting	SNV	6103867	2.0	2.0	0.3276611367842713
P19_0026_BDO_01	FOXQ1	non_protein_affecting	SNV	4904745	3.0	4.0	0.6116525935599099
P19_0026_BDO_01	KDM6A	non_protein_affecting	SNV	22741463	7.0	9.0	0.3078078134199194
P19_0026_BDO_01	KMT2C	non_protein_affecting	SNV	24664858	1.0	1.0	0.0405435133662638
P19_0026_BDO_01	KMT2D	non_protein_affecting	SNV	103465643	50.0	138.0	0.4832522038257666
P19_0026_BDO_01	NOTCH2	non_protein_affecting	SNV	46831443	7.0	8.0	0.1494722253166532
P19_0026_BDO_01	PIK3CA	non_protein_affecting	SNV	1738202	0.0	0.0	0.0
P19_0026_BDO_01	RB1	non_protein_affecting	SNV	34954928	1.0	1.0	0.0286082694834902
P19_0026_BDO_01	RBM10	non_protein_affecting	SNV	17478528	7.0	9.0	0.4004913914947529
P19_0026_BDO_01	STAG2	non_protein_affecting	SNV	26751819	16.0	77.0	0.5980901709898679
P19_0026_BDO_01	TERTpromoter	non_protein_affecting	SNV	380392	0.0	0.0	0.0
P19_0026_BDO_01	TP53	non_protein_affecting	SNV	16388363	2.0	2.0	0.1220378142710165
P19_0040_BDO_01	ALL_GENES	non_protein_affecting	SNV	448529705	118.0	120.0	0.2630817952180001
P19_0040_BDO_01	ARID1A	non_protein_affecting	SNV	39802845	11.0	12.0	0.2763621545143318
P19_0040_BDO_01	CDKN1A	non_protein_affecting	SNV	4867412	1.0	1.0	0.2054479875547827
P19_0040_BDO_01	CREBBP	non_protein_affecting	SNV	53633297	10.0	10.0	0.1864513382423609
P19_0040_BDO_01	EP300	non_protein_affecting	SNV	52534296	14.0	14.0	0.2664925784862521
P19_0040_BDO_01	FGFR3	non_protein_affecting	SNV	6036078	5.0	5.0	0.8283524500511756
P19_0040_BDO_01	FOXQ1	non_protein_affecting	SNV	3433050	2.0	2.0	0.5825723482034926
P19_0040_BDO_01	KDM6A	non_protein_affecting	SNV	24043879	4.0	4.0	0.1663625074805941
P19_0040_BDO_01	KMT2C	non_protein_affecting	SNV	26877195	5.0	5.0	0.1860313176281974
P19_0040_BDO_01	KMT2D	non_protein_affecting	SNV	86617736	24.0	25.0	0.2770795117526507
P19_0040_BDO_01	NOTCH2	non_protein_affecting	SNV	52364860	15.0	15.0	0.2864516395155072
P19_0040_BDO_01	PIK3CA	non_protein_affecting	SNV	2301338	0.0	0.0	0.0
P19_0040_BDO_01	RB1	non_protein_affecting	SNV	38343552	5.0	5.0	0.1304000213647395
P19_0040_BDO_01	RBM10	non_protein_affecting	SNV	15281210	4.0	4.0	0.2617593763844617
P19_0040_BDO_01	STAG2	non_protein_affecting	SNV	26677588	12.0	12.0	0.4498157779481413
P19_0040_BDO_01	TERTpromoter	non_protein_affecting	SNV	454804	1.0	1.0	2.1987493513689413
P19_0040_BDO_01	TP53	non_protein_affecting	SNV	15260565	5.0	5.0	0.3276418664708678
P19_0007_BDO_01	ALL_GENES	non_protein_affecting	SNV	200898793	34.0	34.0	0.1692394438626617
P19_0007_BDO_01	ARID1A	non_protein_affecting	SNV	23116352	5.0	5.0	0.21629710431819
P19_0007_BDO_01	CDKN1A	non_protein_affecting	SNV	1572491	0.0	0.0	0.0
P19_0007_BDO_01	CREBBP	non_protein_affecting	SNV	20234687	3.0	3.0	0.1482602621923432
P19_0007_BDO_01	EP300	non_protein_affecting	SNV	22589465	2.0	2.0	0.0885368467115091
P19_0007_BDO_01	FGFR3	non_protein_affecting	SNV	1480813	0.0	0.0	0.0
P19_0007_BDO_01	FOXQ1	non_protein_affecting	SNV	1395194	1.0	1.0	0.7167462016035046
P19_0007_BDO_01	KDM6A	non_protein_affecting	SNV	10118921	3.0	3.0	0.2964742980007453
P19_0007_BDO_01	KMT2C	non_protein_affecting	SNV	13725508	4.0	4.0	0.291428193404572
P19_0007_BDO_01	KMT2D	non_protein_affecting	SNV	41846900	7.0	7.0	0.1672764290783785
P19_0007_BDO_01	NOTCH2	non_protein_affecting	SNV	21933100	5.0	5.0	0.2279659510055578
P19_0007_BDO_01	PIK3CA	non_protein_affecting	SNV	910630	0.0	0.0	0.0
P19_0007_BDO_01	RB1	non_protein_affecting	SNV	13716077	0.0	0.0	0.0
P19_0007_BDO_01	RBM10	non_protein_affecting	SNV	8485996	3.0	3.0	0.3535236170273943
P19_0007_BDO_01	STAG2	non_protein_affecting	SNV	12200631	1.0	1.0	0.0819629738822524
P19_0007_BDO_01	TERTpromoter	non_protein_affecting	SNV	275499	0.0	0.0	0.0
P19_0007_BDO_01	TP53	non_protein_affecting	SNV	7296529	0.0	0.0	0.0
P19_0048_BTR_01	ALL_GENES	protein_affecting	SNV	198352629	428.0	539.0	2.15777326551089
P19_0048_BTR_01	ARID1A	protein_affecting	SNV	21409368	38.0	38.0	1.7749239491796305
P19_0048_BTR_01	CDKN1A	protein_affecting	SNV	1939776	6.0	6.0	3.093140651291696
P19_0048_BTR_01	CREBBP	protein_affecting	SNV	21377095	43.0	50.0	2.0114987560283564
P19_0048_BTR_01	EP300	protein_affecting	SNV	24894656	61.0	73.0	2.450325081816756
P19_0048_BTR_01	FGFR3	protein_affecting	SNV	2849222	4.0	4.0	1.4038920098188208
P19_0048_BTR_01	FOXQ1	protein_affecting	SNV	1494396	4.0	4.0	2.6766666934333334
P19_0048_BTR_01	KDM6A	protein_affecting	SNV	7307187	30.0	39.0	4.105547045668874
P19_0048_BTR_01	KMT2C	protein_affecting	SNV	15885300	19.0	19.0	1.1960743580543018
P19_0048_BTR_01	KMT2D	protein_affecting	SNV	49729175	136.0	159.0	2.7348131152386905
P19_0048_BTR_01	NOTCH2	protein_affecting	SNV	22770984	33.0	33.0	1.4492127349437336
P19_0048_BTR_01	PIK3CA	protein_affecting	SNV	1050684	0.0	0.0	0.0
P19_0048_BTR_01	RB1	protein_affecting	SNV	10440979	4.0	30.0	0.3831058371058882
P19_0048_BTR_01	RBM10	protein_affecting	SNV	5286062	27.0	31.0	5.107772099532696
P19_0048_BTR_01	STAG2	protein_affecting	SNV	7494656	8.0	10.0	1.0674272441590382
