gene	sample	impact	mutations	dnds	pvalue	lower	upper
KMT2D	P19_0024_BDO_01	truncating	11	3.253076171875005	0.00132972	1.6576663851737998	5.723168945312505
NOTCH2	P19_0024_BDO_01	missense	7	0.7499999999999998	0.42882222	0.3207421874999999	1.462890625
NOTCH2	P19_0024_BDO_01	truncating	2	2.1000000000000023	0.35283	0.3472778320312503	6.584252929687502
CDKN1A	P19_0024_BDO_01	missense	4	3.309375000000005	0.046334505	1.024138946533205	7.749072265625006
STAG2	P19_0024_BDO_01	missense	3	0.6654296874999996	0.45188558	0.1648964691162108	1.7390380859374996
STAG2	P19_0024_BDO_01	truncating	1	1.505493164062501	0.70286626	0.0859430122375489	6.697143554687502
RB1	P19_0024_BDO_01	missense	1	0.4238281249999994	0.3181448	0.0245486450195312	1.8758544921874991
TP53	P19_0024_BDO_01	missense	1	0.6640621185302731	0.66026807	0.0381042316555976	2.933959579467773
RBM10	P19_0024_BDO_01	missense	2	0.6515624999999997	0.5163266	0.1083645629882812	2.0236328125
EP300	P19_0024_BDO_01	missense	8	0.7693359374999997	0.44348454	0.3503664016723631	1.4443847656249993
EP300	P19_0024_BDO_01	truncating	2	1.6906250000000018	0.49783838	0.2791625976562503	5.306347656250002
ALL_GENES	P19_0024_BDO_01	missense	96	0.98828125	0.91698545	0.7886125183105468	1.2257080078125
ALL_GENES	P19_0024_BDO_01	truncating	43	3.570310974121099	0.0	2.5255126853287253	4.929563903808599
FOXQ1	P19_0002_BDO_01	missense	11	1.409570312500001	0.28800058	0.7261863708496098	2.4447265625000014
FOXQ1	P19_0002_BDO_01	truncating	2	3.4234373092651422	0.15041888	0.5641835475247363	10.829443168640143
KMT2C	P19_0002_BDO_01	missense	15	1.823437500000002	0.03608668	1.0442260742187512	2.9342773437500025
KMT2C	P19_0002_BDO_01	truncating	1	1.133599853515625	0.90240353	0.0648632740974426	5.041070556640625
CREBBP	P19_0002_BDO_01	missense	38	2.207812500000003	2.3424625e-05	1.5639221191406267	3.022021484375003
CREBBP	P19_0002_BDO_01	truncating	12	5.892968750000009	2.503395e-06	3.113064937591558	10.078759765625009
ARID1A	P19_0002_BDO_01	missense	46	2.373242187500004	5.9604645e-07	1.7328127861022975	3.167919921875004
ARID1A	P19_0002_BDO_01	truncating	32	14.66248779296878	0.0	9.88862427741291	21.01014404296878
KDM6A	P19_0002_BDO_01	missense	27	3.431250000000005	1.1920929e-07	2.276912231445316	4.946752929687506
KDM6A	P19_0002_BDO_01	truncating	31	27.09995117187505	0.0	18.311094027459657	38.64108886718755
KMT2D	P19_0002_BDO_01	missense	92	1.856250000000002	3.5762787e-07	1.4794274902343765	2.303027343750002
KMT2D	P19_0002_BDO_01	truncating	61	12.278125000000024	0.0	9.134717483520523	16.230761718750024
FGFR3	P19_0002_BDO_01	missense	4	0.8874999046325683	0.8071976	0.2747924516908825	2.071581935882568
FGFR3	P19_0002_BDO_01	truncating	1	1.8796905517578144	0.56833535	0.107684027850628	8.338430786132815
NOTCH2	P19_0002_BDO_01	missense	41	2.9859375000000044	0.0	2.140236511230472	4.049780273437504
NOTCH2	P19_0002_BDO_01	truncating	7	5.068762207031258	0.0007625222	2.157133324444297	9.95767822265626
CDKN1A	P19_0002_BDO_01	missense	3	1.0304168701171876	0.9587437	0.2561357098817826	2.686300659179688
CDKN1A	P19_0002_BDO_01	truncating	1	3.0094726562500047	0.35206366	0.1718367815017702	13.357983398437504
STAG2	P19_0002_BDO_01	missense	13	1.01171875	0.96754396	0.5539019775390626	1.67822265625
STAG2	P19_0002_BDO_01	truncating	7	3.459375000000005	0.0068053007	1.4753106689453146	6.776025390625005
RB1	P19_0002_BDO_01	missense	12	3.5280273437500056	0.00032436848	1.8798109197616604	5.963330078125006
RB1	P19_0002_BDO_01	truncating	2	3.3875976562500045	0.15205765	0.5616632890701301	10.536645507812503
PIK3CA	P19_0002_BDO_01	missense	2	2.8445426940918006	0.20818287	0.472274052649737	8.8308708190918
TP53	P19_0002_BDO_01	missense	7	2.4187500000000037	0.04219234	1.03618865966797	4.707568359375003
TP53	P19_0002_BDO_01	truncating	1	2.599218750000003	0.41008097	0.1484372329711915	11.526831054687502
RBM10	P19_0002_BDO_01	missense	33	3.206640625000005	5.9604645e-08	2.2123730087280307	4.483496093750006
RBM10	P19_0002_BDO_01	truncating	35	21.475000000000044	0.0	14.761291961669954	30.261010742187544
EP300	P19_0002_BDO_01	missense	50	3.0382812500000043	0.0	2.247201919555667	4.013623046875004
EP300	P19_0002_BDO_01	truncating	14	7.185949707031265	5.9604645e-08	3.985153780579575	11.885656738281265
ALL_GENES	P19_0002_BDO_01	missense	394	2.2548828125000027	0.0	1.986329936981204	2.5563964843750027
ALL_GENES	P19_0002_BDO_01	truncating	207	10.39687500000002	0.0	8.692144355773943	12.40065917968752
KMT2C	P19_0013_BDO_01	missense	2	0.5867186546325681	0.409086	0.0978594825416803	1.819628810882568
CREBBP	P19_0013_BDO_01	missense	4	0.5943115234374997	0.25741422	0.1840381002426146	1.3883789062499998
CREBBP	P19_0013_BDO_01	truncating	1	1.6294918060302752	0.6525196	0.0930305857583881	7.227025985717775
ARID1A	P19_0013_BDO_01	missense	7	0.97421875	0.9446839	0.41677978515625	1.8976806640625004
ARID1A	P19_0013_BDO_01	truncating	1	1.6679931640625014	0.63768786	0.0950045323371888	7.412011718750001
KDM6A	P19_0013_BDO_01	missense	1	0.3019775390624993	0.13676119	0.0174134922027587	1.3353027343749997
KDM6A	P19_0013_BDO_01	truncating	1	2.506054687500004	0.42581916	0.1428466606140138	11.124218750000004
KMT2D	P19_0013_BDO_01	missense	13	0.6166503906249996	0.063473046	0.3370224761962888	1.0249755859374998
KMT2D	P19_0013_BDO_01	truncating	1	0.5521484374999996	0.5125011	0.0317071151733398	2.462548828125
NOTCH2	P19_0013_BDO_01	missense	4	0.7519531249999998	0.5514356	0.2331655883789062	1.756591796875
TERTpromoter	P19_0013_BDO_01	missense	1	176.85000000000028	0.0038565993	10.034423217773456	794.9853759765628
CDKN1A	P19_0013_BDO_01	missense	1	1.032861328125	0.9739398	0.0589455127716064	4.5735107421875
STAG2	P19_0013_BDO_01	missense	7	1.403125000000001	0.39995372	0.6004455566406254	2.732470703125001
STAG2	P19_0013_BDO_01	truncating	1	1.5047971725463882	0.702222	0.0859076689183712	6.679968070983888
RB1	P19_0013_BDO_01	missense	1	0.6387451171874997	0.6288689	0.0370163917541503	2.8238037109375
PIK3CA	P19_0013_BDO_01	missense	1	3.053906250000004	0.34653592	0.1742341995239259	13.509228515625004
TP53	P19_0013_BDO_01	missense	5	4.743847656250008	0.0057049394	1.695046358108523	10.267529296875008
RBM10	P19_0013_BDO_01	missense	6	1.764062500000002	0.20630664	0.6986065673828132	3.6036621093750014
RBM10	P19_0013_BDO_01	truncating	2	4.705859375000008	0.08155441	0.7798412036895763	14.695483398437508
EP300	P19_0013_BDO_01	missense	6	0.9125	0.8205415	0.36165771484375	1.860986328125
EP300	P19_0013_BDO_01	truncating	1	1.643750000000002	0.6462394	0.0937615966796876	7.3023193359375025
ALL_GENES	P19_0013_BDO_01	missense	59	0.8679565429687499	0.29636383	0.6559809517860412	1.12735595703125
ALL_GENES	P19_0013_BDO_01	truncating	8	1.2194335937500005	0.59341794	0.5515286159515382	2.3070800781250007
FOXQ1	P19_0047_BDO_01	missense	3	1.9125003814697288	0.312315	0.474477632194758	4.995996475219728
KMT2C	P19_0047_BDO_01	missense	7	1.873438262939455	0.13550472	0.800687426999212	3.6623786926269553
KMT2C	P19_0047_BDO_01	truncating	1	2.0699279785156275	0.5177462	0.1176231902837754	9.298321533203127
CREBBP	P19_0047_BDO_01	missense	7	1.1482421875000004	0.72212994	0.4913074874877931	2.2389404296875
CREBBP	P19_0047_BDO_01	truncating	2	2.287501525878909	0.30646908	0.3775362569838767	7.177638244628909
ARID1A	P19_0047_BDO_01	missense	17	1.918750000000002	0.01684314	1.135864257812501	3.016772460937502
ARID1A	P19_0047_BDO_01	truncating	43	34.82500000000006	0.0	24.306020889282276	48.80937500000006
KDM6A	P19_0047_BDO_01	missense	7	4.015625000000006	0.0029113293	1.7155200195312528	7.849853515625007
KDM6A	P19_0047_BDO_01	truncating	19	68.7500000000001	0.0	41.26543289184576	107.8131103515626
KMT2D	P19_0047_BDO_01	missense	17	0.8146484374999998	0.39363742	0.4822594833374023	1.2809570312499998
KMT2D	P19_0047_BDO_01	truncating	16	6.07500000000001	5.9604645e-08	3.479310302734381	9.87382812500001
NOTCH2	P19_0047_BDO_01	missense	9	1.7359436035156266	0.13330281	0.8283062690496452	3.1659973144531266
NOTCH2	P19_0047_BDO_01	truncating	1	1.9613281250000023	0.5457001	0.1119492721557618	8.738061523437501
CDKN1A	P19_0047_BDO_01	missense	4	3.536718750000005	0.037032664	1.094879302978517	8.288305664062506
CDKN1A	P19_0047_BDO_01	truncating	3	20.69921569824223	0.00042557716	5.109694677572708	54.54504089355473
STAG2	P19_0047_BDO_01	missense	9	3.1265625000000044	0.0043720007	1.4883889007568378	5.716894531250004
STAG2	P19_0047_BDO_01	truncating	18	40.54375000000008	0.0	24.09856142044072	63.915942382812574
RB1	P19_0047_BDO_01	missense	4	2.725732421875003	0.086698234	0.8427538871765146	6.393945312500003
PIK3CA	P19_0047_BDO_01	missense	2	6.35195312500001	0.04521358	1.0520250129699722	19.79982910156251
TP53	P19_0047_BDO_01	missense	3	2.4945251464843783	0.17040098	0.6183932426571853	6.507586669921878
RBM10	P19_0047_BDO_01	missense	7	3.218750000000005	0.009896219	1.376225585937502	6.271728515625005
RBM10	P19_0047_BDO_01	truncating	17	48.05000000000008	0.0	28.0851342773438	76.77985839843758
EP300	P19_0047_BDO_01	missense	13	1.7093750000000016	0.079470396	0.9335372924804696	2.8440185546875014
EP300	P19_0047_BDO_01	truncating	4	3.3734390258789118	0.045256436	1.0315132197737706	8.07741851806641
ALL_GENES	P19_0047_BDO_01	missense	109	1.7003906250000016	2.6226044e-06	1.3735377502441417	2.0849121093750016
ALL_GENES	P19_0047_BDO_01	truncating	124	13.775195312500028	0.0	10.913607468605065	17.275561523437528
FOXQ1	P19_0011_BTR_01	missense	2	1.7003906250000016	0.49112874	0.282377395629883	5.295971679687502
KMT2C	P19_0011_BTR_01	missense	10	2.1796875000000027	0.03054297	1.0847792816162125	3.861816406250002
CREBBP	P19_0011_BTR_01	missense	15	1.875001525878908	0.029328465	1.0718123921751983	3.018800354003908
CREBBP	P19_0011_BTR_01	truncating	2	1.6562500000000018	0.512974	0.2736572265625002	5.188354492187502
ARID1A	P19_0011_BTR_01	missense	18	2.0382812500000025	0.0077071786	1.2261764526367205	3.1656005859375025
ARID1A	P19_0011_BTR_01	truncating	32	25.512500000000045	0.0	17.0417599487305	36.971850585937545
KDM6A	P19_0011_BTR_01	missense	10	4.980468750000008	6.455183e-05	2.4806724548339885	8.823852539062507
KDM6A	P19_0011_BTR_01	truncating	13	38.54804687500008	0.0	20.846748549938248	64.96223144531257
KMT2D	P19_0011_BTR_01	missense	33	1.394921875000001	0.07928872	0.9601050949096688	1.9546142578125012
KMT2D	P19_0011_BTR_01	truncating	81	24.710937500000043	0.0	18.813860044479405	32.12121582031254
NOTCH2	P19_0011_BTR_01	missense	13	1.919531250000002	0.036080837	1.0477481842041023	3.193334960937502
NOTCH2	P19_0011_BTR_01	truncating	5	6.511694335937511	0.0014595985	2.30527588129044	14.298559570312513
CDKN1A	P19_0011_BTR_01	missense	3	2.895337677001957	0.11847001	0.7172458563745031	7.559644317626957
CDKN1A	P19_0011_BTR_01	truncating	2	13.403125000000028	0.0098647475	2.2179364395141645	41.93339843750003
STAG2	P19_0011_BTR_01	missense	3	0.8921874999999999	0.83997226	0.2210702514648437	2.3295654296875004
STAG2	P19_0011_BTR_01	truncating	3	5.264843750000008	0.02431482	1.3012598228454606	13.831127929687508
RB1	P19_0011_BTR_01	missense	2	1.13515625	0.86089486	0.1885526275634766	3.528955078125
RB1	P19_0011_BTR_01	truncating	1	3.1718627929687546	0.33310044	0.1805985540151598	14.092272949218753
PIK3CA	P19_0011_BTR_01	missense	4	11.234570312500026	0.00052827597	3.46972168445588	26.372509765625026
TP53	P19_0011_BTR_01	missense	5	3.94218711853028	0.012622595	1.4087296464107952	8.53203086853028
TP53	P19_0011_BTR_01	truncating	1	5.411718750000009	0.18693322	0.3080440521240239	24.04575195312501
RBM10	P19_0011_BTR_01	missense	6	2.2531250000000025	0.080819726	0.8922447204589852	4.6017578125000025
RBM10	P19_0011_BTR_01	truncating	12	25.69960937500005	0.0	13.549415097236665	44.06936035156255
EP300	P19_0011_BTR_01	missense	21	2.621875000000004	0.0001718998	1.6398712158203148	3.955493164062504
EP300	P19_0011_BTR_01	truncating	6	5.050000000000008	0.0019304156	1.976904296875003	10.493725585937508
ALL_GENES	P19_0011_BTR_01	missense	145	1.993554687500002	0.0	1.6516626930236833	2.3915039062500023
ALL_GENES	P19_0011_BTR_01	truncating	158	14.87500000000003	0.0	12.076017761230492	18.22888183593753
FOXQ1	P19_0012_BTR_01	missense	4	0.4839843749999996	0.10259867	0.149788360595703	1.1340087890624997
FOXQ1	P19_0012_BTR_01	truncating	2	2.9343750000000046	0.19805318	0.4854965209960944	9.211230468750005
KMT2C	P19_0012_BTR_01	missense	16	1.05	0.850934	0.6107421874999999	1.6701171874999998
KMT2C	P19_0012_BTR_01	truncating	6	3.3992187500000046	0.013822496	1.3306037902832046	7.067431640625005
CREBBP	P19_0012_BTR_01	missense	41	1.7001953125000018	0.0024312735	1.2174002647399915	2.3062744140625018
CREBBP	P19_0012_BTR_01	truncating	6	1.843653106689455	0.17992753	0.7244800679385669	3.8120368957519553
ARID1A	P19_0012_BTR_01	missense	35	1.0484375	0.7883066	0.7305174255371093	1.4543212890625
ARID1A	P19_0012_BTR_01	truncating	9	2.086706542968752	0.0542863	0.9854842257499704	3.864660644531252
KDM6A	P19_0012_BTR_01	missense	34	2.389086914062503	1.4960766e-05	1.6525922346115132	3.333911132812503
KDM6A	P19_0012_BTR_01	truncating	72	34.62812500000007	0.0	26.24140669822697	45.08039550781257
KMT2D	P19_0012_BTR_01	missense	102	1.1875000000000004	0.121696115	0.9546447753906254	1.4633789062500004
KMT2D	P19_0012_BTR_01	truncating	71	7.034375000000013	0.0	5.304005279541025	9.209667968750011
FGFR3	P19_0012_BTR_01	missense	4	0.6669921874999998	0.38801926	0.2069693374633788	1.55810546875
FGFR3	P19_0012_BTR_01	truncating	1	1.3687496185302743	0.76624703	0.0783355521038175	6.066625595092774
NOTCH2	P19_0012_BTR_01	missense	41	1.783593750000002	0.0010929704	1.2743783569335951	2.4262939453125014
NOTCH2	P19_0012_BTR_01	truncating	5	2.107897949218752	0.14140797	0.7495909762382515	4.604846191406252
CDKN1A	P19_0012_BTR_01	missense	5	1.2453125000000007	0.6377052	0.4454959106445315	2.6936767578125007
CDKN1A	P19_0012_BTR_01	truncating	5	9.55782470703127	0.00023907423	3.393463760316379	20.89571533203127
STAG2	P19_0012_BTR_01	missense	21	1.06484375	0.78355426	0.6636116790771486	1.6111083984375
STAG2	P19_0012_BTR_01	truncating	12	3.7812255859375057	0.0001938343	1.997811533212665	6.463720703125006
RB1	P19_0012_BTR_01	missense	4	0.8806632995605468	0.7961067	0.2727294526994228	2.0610832214355472
RB1	P19_0012_BTR_01	truncating	1	1.3074218750000006	0.79786956	0.0746176910400391	5.806323242187501
PIK3CA	P19_0012_BTR_01	missense	2	1.992187118530276	0.38334745	0.330363250114024	6.196288681030276
TP53	P19_0012_BTR_01	missense	9	1.970312500000002	0.069236636	0.9422970581054696	3.579199218750002
TP53	P19_0012_BTR_01	truncating	1	1.5328125000000012	0.6900257	0.0880738830566406	6.808081054687502
RBM10	P19_0012_BTR_01	missense	29	1.379687500000001	0.108193934	0.9282524108886724	1.967456054687501
RBM10	P19_0012_BTR_01	truncating	33	9.63750000000002	0.0	6.573670349121107	13.66948242187502
EP300	P19_0012_BTR_01	missense	48	1.901562500000002	0.000101327896	1.394498138427736	2.5302246093750025
EP300	P19_0012_BTR_01	truncating	17	4.996871948242196	3.5762787e-07	2.900340333282952	8.051681518554695
ALL_GENES	P19_0012_BTR_01	missense	395	1.389062500000001	8.34465e-07	1.2207199096679695	1.578881835937501
ALL_GENES	P19_0012_BTR_01	truncating	241	6.716406250000012	0.0	5.617773780822764	8.009130859375013
FOXQ1	P19_0028_BDO_01	truncating	2	4.987011718750008	0.07470667	0.8149976229667676	15.994702148437508
KMT2C	P19_0028_BDO_01	missense	8	1.1724609375000006	0.66442376	0.532766857147217	2.2009033203125004
KMT2C	P19_0028_BDO_01	truncating	2	2.112499237060549	0.35005337	0.3487816153466706	6.6254386901855495
CREBBP	P19_0028_BDO_01	missense	33	2.609375000000004	3.0398369e-06	1.79960876464844	3.649414062500004
CREBBP	P19_0028_BDO_01	truncating	7	3.305859375000005	0.009041965	1.4020499801635764	6.541333007812504
ARID1A	P19_0028_BDO_01	missense	20	1.5265625000000016	0.08237493	0.9437818908691415	2.3218505859375016
ARID1A	P19_0028_BDO_01	truncating	80	37.86250000000007	0.0	28.796174736023	49.26325683593757
KDM6A	P19_0028_BDO_01	missense	15	5.787500000000009	1.7881393e-07	3.3021594238281304	9.320214843750009
KDM6A	P19_0028_BDO_01	truncating	19	40.70000000000008	0.0	24.580710144043017	63.300708007812574
KMT2D	P19_0028_BDO_01	missense	61	1.501953125000001	0.0046921372	1.138435249328614	1.9444580078125016
KMT2D	P19_0028_BDO_01	truncating	97	17.050000000000033	0.0	13.206535644531275	21.821118164062533
FGFR3	P19_0028_BDO_01	missense	1	0.2992185592651361	0.13333905	0.0173434399813413	1.3239988327026362
NOTCH2	P19_0028_BDO_01	missense	17	1.7341796875000015	0.0405432	1.026154727935792	2.724780273437502
NOTCH2	P19_0028_BDO_01	truncating	1	0.8806766510009763	0.89746404	0.0508129680156707	3.922058486938476
TERTpromoter	P19_0028_BDO_01	missense	1	74.65000000000012	0.009975731	4.232531127929695	337.0578369140626
CDKN1A	P19_0028_BDO_01	missense	2	1.1316162109375	0.86442876	0.1879908537864685	3.5193115234375
CDKN1A	P19_0028_BDO_01	truncating	1	3.803222656250006	0.27454656	0.2165157842636111	16.909912109375007
STAG2	P19_0028_BDO_01	missense	9	2.1437500000000025	0.04407078	1.023218688964845	3.9040039062500025
STAG2	P19_0028_BDO_01	truncating	12	15.64687500000003	0.0	8.271278686523452	26.72597656250003
RB1	P19_0028_BDO_01	missense	2	0.8359374999999999	0.79545283	0.139052734375	2.5980224609375
PIK3CA	P19_0028_BDO_01	missense	2	4.307810974121102	0.096621156	0.7140603426843893	13.395945739746102
TP53	P19_0028_BDO_01	missense	7	3.240673828125005	0.00949949	1.3863490796089193	6.313793945312504
TP53	P19_0028_BDO_01	truncating	1	2.9406250000000043	0.36057436	0.1681221008300783	13.065136718750004
RBM10	P19_0028_BDO_01	missense	19	4.562500000000008	1.7881393e-07	2.7825125122070355	7.017944335937507
RBM10	P19_0028_BDO_01	truncating	86	110.25000000000016	0.0	85.12656372070326	141.31140136718767
EP300	P19_0028_BDO_01	missense	35	3.0117187500000044	5.9604645e-08	2.0978654098510767	4.177490234375004
EP300	P19_0028_BDO_01	truncating	12	6.556225585937513	9.536743e-07	3.4373390549421377	11.342602539062511
ALL_GENES	P19_0028_BDO_01	missense	232	2.0742187500000027	0.0	1.7758746337890647	2.4141845703125027
ALL_GENES	P19_0028_BDO_01	truncating	320	18.85937500000004	0.0	15.964205799102814	22.25659179687504
FOXQ1	P19_0009_BTR_01	missense	22	0.9314453125	0.7447061	0.5886028671264647	1.3971435546875002
KMT2C	P19_0009_BTR_01	missense	9	1.9609375000000024	0.07113665	0.9378384399414073	3.5600585937500018
CREBBP	P19_0009_BTR_01	missense	68	4.109376525878913	0.0	3.1645983421802573	5.249513244628913
CREBBP	P19_0009_BTR_01	truncating	29	15.774993896484409	0.0	10.434679191559574	22.935028076171907
ARID1A	P19_0009_BTR_01	missense	33	1.6591796875000016	0.008759618	1.1446162986755382	2.3183593750000018
ARID1A	P19_0009_BTR_01	truncating	6	2.896875000000004	0.028328896	1.1383903503417985	5.989526367187504
KDM6A	P19_0009_BTR_01	missense	11	1.7484367370605487	0.092191696	0.9038349043577918	3.0173576354980485
KMT2D	P19_0009_BTR_01	missense	101	1.304882812500001	0.017959177	1.0481824111938485	1.6070068359375007
KMT2D	P19_0009_BTR_01	truncating	52	7.026562500000013	0.0	5.096836509704599	9.502758789062511
FGFR3	P19_0009_BTR_01	missense	11	1.0414306640625002	0.8940468	0.5383060383796694	1.7976562500000002
FGFR3	P19_0009_BTR_01	truncating	1	0.8546874999999998	0.87204707	0.0487698364257812	3.7892578125
NOTCH2	P19_0009_BTR_01	missense	18	2.196875000000003	0.003512323	1.3223385620117205	3.409643554687503
TERTpromoter	P19_0009_BTR_01	missense	6	113.95644531250018	0.0	44.46208426028498	238.2911621093752
CDKN1A	P19_0009_BTR_01	missense	9	1.5722686767578142	0.20960039	0.7522301867604264	2.8564483642578145
CDKN1A	P19_0009_BTR_01	truncating	4	6.337496948242198	0.004745662	1.9533572170138391	14.933078002929696
STAG2	P19_0009_BTR_01	missense	5	1.05	0.91225743	0.375625	2.274365234375
STAG2	P19_0009_BTR_01	truncating	3	4.164843750000006	0.046040654	1.0314667129516617	10.914111328125006
RB1	P19_0009_BTR_01	missense	6	2.868750000000004	0.028535783	1.1357723999023452	5.841772460937504
RB1	P19_0009_BTR_01	truncating	2	6.24062500000001	0.046791255	1.0344936370849624	19.45412597656251
TP53	P19_0009_BTR_01	missense	28	8.234375000000014	0.0	5.50513141632081	11.801879882812514
TP53	P19_0009_BTR_01	truncating	6	13.712500000000029	7.0929527e-06	5.409373779296885	28.149145507812527
RBM10	P19_0009_BTR_01	missense	23	1.5945312500000015	0.041039288	1.0212218475341803	2.362353515625002
RBM10	P19_0009_BTR_01	truncating	4	1.928515625000002	0.23942965	0.5954845046997077	4.532885742187502
EP300	P19_0009_BTR_01	missense	38	2.856250000000004	5.9604645e-08	2.0216928100585965	3.9158203125000046
EP300	P19_0009_BTR_01	truncating	16	10.971875000000026	0.0	6.306521339416518	17.771801757812526
ALL_GENES	P19_0009_BTR_01	missense	388	1.862890625000002	0.0	1.6385171508789085	2.116186523437502
ALL_GENES	P19_0009_BTR_01	truncating	123	5.71250000000001	0.0	4.585504455566415	7.074804687500009
FOXQ1	P19_0029_BTR_01	missense	14	5.1078125000000085	1.9073486e-06	2.845160369873052	8.398828125000009
KMT2C	P19_0029_BTR_01	missense	4	1.121875	0.8212885	0.3476885986328125	2.6276123046875
CREBBP	P19_0029_BTR_01	missense	17	2.503125000000004	0.0011671782	1.4823802185058612	3.927075195312504
CREBBP	P19_0029_BTR_01	truncating	5	4.112475585937506	0.011050522	1.4562828969955466	9.043505859375006
ARID1A	P19_0029_BTR_01	missense	13	1.5187500000000016	0.16350102	0.8306774902343759	2.5264404296875016
ARID1A	P19_0029_BTR_01	truncating	5	3.630859375000005	0.018641233	1.2838423728942887	7.989379882812505
KDM6A	P19_0029_BTR_01	missense	13	3.906250000000006	6.878376e-05	2.133151855468753	6.503295898437507
KDM6A	P19_0029_BTR_01	truncating	32	53.05156250000009	0.0	35.778414506912284	76.01298828125009
KMT2D	P19_0029_BTR_01	missense	110	3.737500000000006	0.0	3.01857299804688	4.583447265625006
KMT2D	P19_0029_BTR_01	truncating	316	70.52500000000012	0.0	59.03145095825205	84.20603027343762
FGFR3	P19_0029_BTR_01	missense	1	0.4828247070312495	0.4089045	0.0275462293624877	2.135656738281249
NOTCH2	P19_0029_BTR_01	missense	14	2.525097656250004	0.0029885173	1.410005531311037	4.137036132812503
NOTCH2	P19_0029_BTR_01	truncating	4	5.743945312500009	0.006934643	1.7640609073638944	13.61748046875001
TERTpromoter	P19_0029_BTR_01	missense	4	613.5500000000011	0.0	187.3598913574222	1472.8047607421886
CDKN1A	P19_0029_BTR_01	missense	1	1.02333984375	0.98169494	0.0584898948669433	4.527978515625
CDKN1A	P19_0029_BTR_01	truncating	3	18.76875000000004	0.0005747676	4.630990905761729	49.47126464843754
STAG2	P19_0029_BTR_01	missense	17	4.116796875000008	2.9206276e-06	2.4313658332824746	6.483740234375008
STAG2	P19_0029_BTR_01	truncating	33	42.03125000000008	0.0	28.56875358581548	59.75463867187508
RB1	P19_0029_BTR_01	missense	1	0.8414070129394531	0.8594721	0.0481602828204631	3.724707794189453
TP53	P19_0029_BTR_01	missense	8	6.125000000000011	8.195639e-05	2.7868310546875046	11.50219726562501
RBM10	P19_0029_BTR_01	missense	8	1.4483886718750012	0.32681835	0.6589605140686039	2.7185302734375014
RBM10	P19_0029_BTR_01	truncating	7	5.968750000000011	0.0002900362	2.531848907470708	11.79821777343751
EP300	P19_0029_BTR_01	missense	22	3.254687500000005	4.887581e-06	2.0577336883544954	4.870898437500005
EP300	P19_0029_BTR_01	truncating	5	4.394140625000008	0.008405745	1.5534401321411158	9.682226562500007
ALL_GENES	P19_0029_BTR_01	missense	247	3.210937500000005	0.0	2.7561167907714887	3.729125976562505
ALL_GENES	P19_0029_BTR_01	truncating	410	33.30312500000005	0.0	28.43941072463993	38.96901855468755
FOXQ1	P19_0011_BDO_01	missense	3	3.395309066772465	0.07934958	0.8397974372655164	8.904342269897466
KMT2C	P19_0011_BDO_01	missense	5	1.1633056640625004	0.74320424	0.4154590225219727	2.5213378906250004
KMT2C	P19_0011_BDO_01	truncating	5	8.649609375000017	0.00039345026	3.060018348693854	19.06159667968752
CREBBP	P19_0011_BDO_01	missense	21	3.204687500000005	9.655952e-06	2.006679687500003	4.834936523437506
CREBBP	P19_0011_BDO_01	truncating	3	2.946875000000004	0.11455327	0.7270104980468759	7.776586914062504
ARID1A	P19_0011_BDO_01	missense	13	1.636718750000002	0.10496777	0.8940517425537121	2.7231445312500018
ARID1A	P19_0011_BDO_01	truncating	40	34.08671875000006	0.0	23.651451590061228	47.91118164062506
KDM6A	P19_0011_BDO_01	missense	14	8.099902343750015	0.0	4.528968887329111	13.268359375000015
KDM6A	P19_0011_BDO_01	truncating	10	32.99394531250006	0.0	16.284549188613923	59.15056152343756
KMT2D	P19_0011_BDO_01	missense	72	3.400000000000005	0.0	2.625332031250004	4.335058593750006
KMT2D	P19_0011_BDO_01	truncating	114	37.55000000000007	0.0	29.52028015136724	47.43342285156257
FGFR3	P19_0011_BDO_01	missense	1	0.97890625	0.98286813	0.0563636779785156	4.3291259765625
NOTCH2	P19_0011_BDO_01	missense	28	4.528125000000007	0.0	3.014729614257817	6.517871093750006
NOTCH2	P19_0011_BDO_01	truncating	5	7.156274414062512	0.0009468794	2.5337026220560115	15.715234375000012
CDKN1A	P19_0011_BDO_01	missense	1	1.3601562500000008	0.7701641	0.0779033660888672	6.020190429687501
CDKN1A	P19_0011_BDO_01	truncating	2	18.95000000000004	0.0047846437	3.1375738525390684	59.26127929687504
STAG2	P19_0011_BDO_01	missense	3	1.05	0.9333494	0.2603515625	2.7443359375
STAG2	P19_0011_BDO_01	truncating	6	12.349218750000023	1.31726265e-05	4.866157379150399	25.400366210937523
RB1	P19_0011_BDO_01	missense	2	1.373828125000001	0.67059064	0.2284255981445314	4.268115234375001
RB1	P19_0011_BDO_01	truncating	2	7.449804687500015	0.032813072	1.2342256736755393	23.246313476562516
PIK3CA	P19_0011_BDO_01	missense	2	6.437512207031261	0.043975115	1.0668675467371955	20.04652099609376
TP53	P19_0011_BDO_01	missense	5	4.699996948242196	0.0059648156	1.6782923714816596	10.167526245117196
RBM10	P19_0011_BDO_01	missense	11	4.692187500000008	4.8279762e-05	2.4208235931396525	8.115039062500008
RBM10	P19_0011_BDO_01	truncating	19	43.45000000000008	0.0	26.14518920898442	67.99223632812507
